City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
587,Manokwari,ID,79.11,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
589,Banda Aceh,ID,79.88,overcast clouds,5.5577,95.3222,Sulthan Hotel International
590,Gat,IL,62.01,clear sky,31.61,34.7642,OlusHome
591,Kokoda,PG,72.72,overcast clouds,-8.8785,147.7407,Daito Guest House
593,Luangwa,ZM,71.2,clear sky,-15.6167,30.4167,Gerasimos Safari Lodge
595,Broome,US,59.0,few clouds,42.2506,-75.833,Chenango Valley State Park
598,Qingyuan,CN,71.01,broken clouds,23.7,113.0333,Guojin Commercial Hotel
600,Camacha,PT,64.4,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
602,Morgan City,US,73.0,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
603,Lapeer,US,62.01,clear sky,43.0514,-83.3188,Holiday Inn Express Lapeer
609,Sri Aman,MY,78.8,overcast clouds,1.2376,111.4621,Seri Simanggang Hotel
611,Suruc,TR,51.8,clear sky,36.9761,38.425,PEHLİVANKESMESİ KÖYÜ
613,Thongwa,MM,75.2,drizzle,16.7619,96.5278,U Poe Sann
614,Mongu,ZM,70.41,clear sky,-15.2484,23.1274,Country Lodge Mongu
615,Marawi,PH,67.15,overcast clouds,7.9986,124.2928,Derogongan Residence
616,Suez,EG,64.13,clear sky,29.9737,32.5263,Green House
617,Dalsingh Sarai,IN,75.7,clear sky,25.6667,85.8333,Hotel bhavya
618,Tanete,ID,76.77,overcast clouds,-3.9443,119.7848,Wisma Tri Multi
619,Swift Current,CA,59.0,clear sky,50.2834,-107.8014,"Motel 6 Swift Current, SK"
620,Kiunga,PG,71.24,light rain,-6.1219,141.2906,Airport Lodge Kiunga
621,Jieshi,CN,67.62,overcast clouds,22.8134,115.8257,Yuehai Hotel
626,Lewiston,US,57.0,clear sky,44.1003,-70.2148,Hilton Garden Inn Auburn Riverwatch
627,Porto Torres,IT,57.2,clear sky,40.835,8.3972,Hotel Elisa
631,Paramonga,PE,75.33,broken clouds,-10.6667,-77.8333,HOSTAL MI CHALET - PARAMONGA
632,Virginia Beach,US,73.4,few clouds,36.8529,-75.97800000000001,Hilton Virginia Beach Oceanfront
633,Merauke,ID,79.12,overcast clouds,-8.4667,140.3333,PC
634,Port Blair,IN,79.21,scattered clouds,11.6667,92.75,Welcomhotel Bay Island Port Blair
635,Helena,US,66.99,clear sky,46.5927,-112.0361,Holiday Inn Express & Suites Helena
637,Gunnedah,AU,61.0,clear sky,-30.9833,150.25,Gunnedah Motor Inn
642,Pascagoula,US,72.0,clear sky,30.3658,-88.5561,Regency Inn
643,Fort Smith,US,75.0,smoke,35.3859,-94.3986,Hampton Inn by Hilton Fort Smith
645,Bacolod,PH,77.95,overcast clouds,10.6667,122.95,Planta Hotel & Residences
647,Canton,CN,73.0,overcast clouds,23.1167,113.25,Guangzhou Hotel
648,Hualmay,PE,75.78,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
649,Wanaka,NZ,52.09,clear sky,-44.7,169.15,Wanaka Homestead Lodge and Cottages
652,Havelock,US,70.0,clear sky,34.8791,-76.9013,Sherwood Motel
653,Aswan,EG,73.54,clear sky,24.0934,32.907,Nuba Nile
655,Awbari,LY,79.23,few clouds,26.5921,12.7805,فندق أوباري
657,Portland,US,57.0,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
658,Chalchihuites,MX,77.11,scattered clouds,23.4833,-103.8833,Hotel Posada Real
